Manufacturer,Supplier,Price,Purchase,%,VAT,Reference,Product,Category,Meta title,Tags,Keywords,Rewrite
Scorpion,Audi,593.63,296.815,25,7,SAUX036,Audi A4 B8 2.0 TFSi 2wd Manual OEM / Scorpion Sports-cat Section   PD( 76mm/3)  TD( N/A),Home,Audi A4 B8 2.0 TFSi 2wd Manual OEM / Scorpion Sports-cat Section 76mm/3 N/A,"Scorpion,Audi,A4 B8 2.0 TFSi 2wd Manual,OEM / Scorpion,Sports-cat Section,76mm/3,N/A","Scorpion,Audi,A4,B8,2.0,TFSi,2wd,Manual,OEM,/,Scorpion,Sports-cat,Section,76mm/3,N/A",Scorpion-SAUX036
Scorpion,Audi,1509.65,754.825,25,7,SAUS073,Audi A5 B8 2.0 TFSI OEM / Scorpion Non-resonated cat-back system   Daytona (quad)  PD( 70mm/2.75)  TD( 83mm),Home,Audi A5 B8 2.0 TFSI OEM / Scorpion Non-resonated cat-back system  Daytona (quad) 70mm/2.75 83mm,"Scorpion,Audi,A5 B8 2.0 TFSI,OEM / Scorpion,Non-resonated cat-back system ,Daytona (quad),70mm/2.75,83mm","Scorpion,Audi,A5,B8,2.0,TFSI,OEM,/,Scorpion,Non-resonated,cat-back,system,Daytona,(quad),70mm/2.75,83mm",Scorpion-SAUS073
Scorpion,Audi,1747.6,873.8,25,7,SAUS073C,Audi A5 B8 2.0 TFSI OEM / Scorpion Non-resonated cat-back system   Daytona (quad)  PD( 70mm/2.75)  TD( 83mm),Home,Audi A5 B8 2.0 TFSI OEM / Scorpion Non-resonated cat-back system  Daytona (quad) 70mm/2.75 83mm,"Scorpion,Audi,A5 B8 2.0 TFSI,OEM / Scorpion,Non-resonated cat-back system ,Daytona (quad),70mm/2.75,83mm","Scorpion,Audi,A5,B8,2.0,TFSI,OEM,/,Scorpion,Non-resonated,cat-back,system,Daytona,(quad),70mm/2.75,83mm",Scorpion-SAUS073C
Scorpion,Audi,1664.31,832.155,25,7,SAU073,Audi A5 B8 2.0 TFSI OEM / Scorpion Resonated cat-back system   Daytona (quad)  PD( 70mm/2.75)  TD( 83mm),Home,Audi A5 B8 2.0 TFSI OEM / Scorpion Resonated cat-back system  Daytona (quad) 70mm/2.75 83mm,"Scorpion,Audi,A5 B8 2.0 TFSI,OEM / Scorpion,Resonated cat-back system ,Daytona (quad),70mm/2.75,83mm","Scorpion,Audi,A5,B8,2.0,TFSI,OEM,/,Scorpion,Resonated,cat-back,system,Daytona,(quad),70mm/2.75,83mm",Scorpion-SAU073
Scorpion,Audi,1902.25,951.125,25,7,SAU073C,Audi A5 B8 2.0 TFSI OEM / Scorpion Resonated cat-back system   Daytona (quad)  PD( 70mm/2.75)  TD( 83mm),Home,Audi A5 B8 2.0 TFSI OEM / Scorpion Resonated cat-back system  Daytona (quad) 70mm/2.75 83mm,"Scorpion,Audi,A5 B8 2.0 TFSI,OEM / Scorpion,Resonated cat-back system ,Daytona (quad),70mm/2.75,83mm","Scorpion,Audi,A5,B8,2.0,TFSI,OEM,/,Scorpion,Resonated,cat-back,system,Daytona,(quad),70mm/2.75,83mm",Scorpion-SAU073C
Scorpion,Audi,922.85,461.425,25,7,SAUC092,Audi Audi RS4 B9 / RS5 B9 Non GPF OEM / Scorpion De-cat Downpipes   PD( 70mm/2.75) ,Home,Audi Audi RS4 B9 / RS5 B9 Non GPF OEM / Scorpion De-cat Downpipes 70mm/2.75,"Scorpion,Audi,Audi RS4 B9 / RS5 B9 Non GPF,OEM / Scorpion,De-cat Downpipes,70mm/2.75,","Scorpion,Audi,Audi,RS4,B9,/,RS5,B9,Non,GPF,OEM,/,Scorpion,De-cat,Downpipes,70mm/2.75,",Scorpion-SAUC092
Scorpion,Audi,2115.75,1057.875,25,7,SAUS088,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Non-resonated half system  Daytona  PD( 63.5mm/2.5) ",Home,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Non-resonated half system Daytona 63.5mm/2.5","Scorpion,Audi,Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models,OEM Only,Non-resonated half system,Daytona,63.5mm/2.5,","Scorpion,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,Saloon/Sedan.,Non,GPF,Models,OEM,Only,Non-resonated,half,system,Daytona,63.5mm/2.5,",Scorpion-SAUS088
Scorpion,Audi,2564.02,1282.01,25,7,SAUS088CF,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Non-resonated half system  Ascari  PD( 63.5mm/2.5) ",Home,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Non-resonated half system Ascari 63.5mm/2.5","Scorpion,Audi,Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models,OEM Only,Non-resonated half system,Ascari,63.5mm/2.5,","Scorpion,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,Saloon/Sedan.,Non,GPF,Models,OEM,Only,Non-resonated,half,system,Ascari,63.5mm/2.5,",Scorpion-SAUS088CF
Scorpion,Audi,2679.52,1339.76,25,7,SAU088CF,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Resonated half system  Ascari  PD( 63.5mm/2.5) ",Home,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Resonated half system Ascari 63.5mm/2.5","Scorpion,Audi,Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models,OEM Only,Resonated half system,Ascari,63.5mm/2.5,","Scorpion,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,Saloon/Sedan.,Non,GPF,Models,OEM,Only,Resonated,half,system,Ascari,63.5mm/2.5,",Scorpion-SAU088CF
Scorpion,Audi,2220.75,1110.375,25,7,SAU088,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Resonated half system  Daytona  PD( 63.5mm/2.5) ",Home,"Audi Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models OEM Only Resonated half system Daytona 63.5mm/2.5","Scorpion,Audi,Audi S4 B9 Quattro 3.0T V6 Avant,Saloon/Sedan. Non GPF Models,OEM Only,Resonated half system,Daytona,63.5mm/2.5,","Scorpion,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,Saloon/Sedan.,Non,GPF,Models,OEM,Only,Resonated,half,system,Daytona,63.5mm/2.5,",Scorpion-SAU088
Scorpion,Audi,1035,517.5,25,7,SAUS030,Audi RS3 8P OEM / Scorpion Non-resonated secondary cat-back system  Daytona  PD( 63.5mm/2.5)  TD( 90mm),Home,Audi RS3 8P OEM / Scorpion Non-resonated secondary cat-back system Daytona 63.5mm/2.5 90mm,"Scorpion,Audi,RS3 8P,OEM / Scorpion,Non-resonated secondary cat-back system,Daytona,63.5mm/2.5,90mm","Scorpion,Audi,RS3,8P,OEM,/,Scorpion,Non-resonated,secondary,cat-back,system,Daytona,63.5mm/2.5,90mm",Scorpion-SAUS030
Scorpion,Audi,1093.28,546.64,25,7,SAUS030C,Audi RS3 8P OEM / Scorpion Non-resonated secondary cat-back system  Daytona  PD( 63.5mm/2.5)  TD( 90mm),Home,Audi RS3 8P OEM / Scorpion Non-resonated secondary cat-back system Daytona 63.5mm/2.5 90mm,"Scorpion,Audi,RS3 8P,OEM / Scorpion,Non-resonated secondary cat-back system,Daytona,63.5mm/2.5,90mm","Scorpion,Audi,RS3,8P,OEM,/,Scorpion,Non-resonated,secondary,cat-back,system,Daytona,63.5mm/2.5,90mm",Scorpion-SAUS030C
Scorpion,Audi,208.18,104.09,25,7,SAUC030,Audi RS3 8P OEM / Scorpion Secondary cat replacement pipes   PD( 63.5mm/2.5) ,Home,Audi RS3 8P OEM / Scorpion Secondary cat replacement pipes 63.5mm/2.5,"Scorpion,Audi,RS3 8P,OEM / Scorpion,Secondary cat replacement pipes,63.5mm/2.5,","Scorpion,Audi,RS3,8P,OEM,/,Scorpion,Secondary,cat,replacement,pipes,63.5mm/2.5,",Scorpion-SAUC030
Scorpion,Audi,272.42,136.21,25,7,SAUC054,Audi RS3 8V OEM / Scorpion Secondary de-cat    PD( 70mm/2.75) ,Home,Audi RS3 8V OEM / Scorpion Secondary de-cat  70mm/2.75,"Scorpion,Audi,RS3 8V,OEM / Scorpion,Secondary de-cat ,70mm/2.75,","Scorpion,Audi,RS3,8V,OEM,/,Scorpion,Secondary,de-cat,70mm/2.75,",Scorpion-SAUC054
Scorpion,Audi,1435.88,717.94,25,7,SAUS080CF,Audi RS3 8V Facelift (GPF and non GPF models) OEM / Scorpion Non-res cat/gpf-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Facelift (GPF and non GPF models) OEM / Scorpion Non-res cat/gpf-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Facelift (GPF and non GPF models),OEM / Scorpion,Non-res cat/gpf-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Facelift,(GPF,and,non,GPF,models),OEM,/,Scorpion,Non-res,cat/gpf-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS080CF
Scorpion,Audi,1528.49,764.245,25,7,SAU080CF,Audi RS3 8V Facelift (GPF and non GPF models) OEM / Scorpion Resonated cat/gpf-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Facelift (GPF and non GPF models) OEM / Scorpion Resonated cat/gpf-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Facelift (GPF and non GPF models),OEM / Scorpion,Resonated cat/gpf-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Facelift,(GPF,and,non,GPF,models),OEM,/,Scorpion,Resonated,cat/gpf-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU080CF
Scorpion,Audi,1897.88,948.94,25,7,SAUS079CF,Audi RS3 8V Facelift (GPF models only) OEM / Scorpion Non-res cat/gpf-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Facelift (GPF models only) OEM / Scorpion Non-res cat/gpf-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Facelift (GPF models only),OEM / Scorpion,Non-res cat/gpf-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Facelift,(GPF,models,only),OEM,/,Scorpion,Non-res,cat/gpf-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS079CF
Scorpion,Audi,1990.49,995.245,25,7,SAU079CF,Audi RS3 8V Facelift (GPF models only) OEM / Scorpion Resonated cat/gpf-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Facelift (GPF models only) OEM / Scorpion Resonated cat/gpf-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Facelift (GPF models only),OEM / Scorpion,Resonated cat/gpf-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Facelift,(GPF,models,only),OEM,/,Scorpion,Resonated,cat/gpf-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU079CF
Scorpion,Audi,772.7,386.35,25,7,SAUC079,Audi RS3 8V Facelift / TTRS MK3 (Non GPF models) OEM / Scorpion De-cat downpipe   PD( 100mm/4) ,Home,Audi RS3 8V Facelift / TTRS MK3 (Non GPF models) OEM / Scorpion De-cat downpipe 100mm/4,"Scorpion,Audi,RS3 8V Facelift / TTRS MK3 (Non GPF models),OEM / Scorpion,De-cat downpipe,100mm/4,","Scorpion,Audi,RS3,8V,Facelift,/,TTRS,MK3,(Non,GPF,models),OEM,/,Scorpion,De-cat,downpipe,100mm/4,",Scorpion-SAUC079
Scorpion,Audi,980.6,490.3,25,7,SAUX079,Audi RS3 8V Facelift / TTRS MK3 (Non GPF models) OEM / Scorpion Downpipe with a high flow sports catalyst   PD( 100mm/4) ,Home,Audi RS3 8V Facelift / TTRS MK3 (Non GPF models) OEM / Scorpion Downpipe with a high flow sports catalyst 100mm/4,"Scorpion,Audi,RS3 8V Facelift / TTRS MK3 (Non GPF models),OEM / Scorpion,Downpipe with a high flow sports catalyst,100mm/4,","Scorpion,Audi,RS3,8V,Facelift,/,TTRS,MK3,(Non,GPF,models),OEM,/,Scorpion,Downpipe,with,a,high,flow,sports,catalyst,100mm/4,",Scorpion-SAUX079
Scorpion,Audi,835.7,417.85,25,7,SAUC106,Audi RS3 8V Pre-Facelift OEM / Scorpion De-cat downpipe   PD( 100mm/4) ,Home,Audi RS3 8V Pre-Facelift OEM / Scorpion De-cat downpipe 100mm/4,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,De-cat downpipe,100mm/4,","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,De-cat,downpipe,100mm/4,",Scorpion-SAUC106
Scorpion,Audi,1043.6,521.8,25,7,SAUX106,Audi RS3 8V Pre-Facelift OEM / Scorpion Downpipe with sports catalyst   PD( 100mm/4) ,Home,Audi RS3 8V Pre-Facelift OEM / Scorpion Downpipe with sports catalyst 100mm/4,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,Downpipe with sports catalyst,100mm/4,","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,Downpipe,with,sports,catalyst,100mm/4,",Scorpion-SAUX106
Scorpion,Audi,1875.7,937.85,25,7,SAUS106CF,Audi RS3 8V Pre-Facelift OEM / Scorpion Non-res cat-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Pre-Facelift OEM / Scorpion Non-res cat-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,Non-res cat-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,Non-res,cat-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS106CF
Scorpion,Audi,1409.5,704.75,25,7,SAUS107CF,Audi RS3 8V Pre-Facelift OEM / Scorpion Non-res cat-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Pre-Facelift OEM / Scorpion Non-res cat-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,Non-res cat-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,Non-res,cat-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS107CF
Scorpion,Audi,1968.31,984.155,25,7,SAU106CF,Audi RS3 8V Pre-Facelift OEM / Scorpion Resonated cat-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Pre-Facelift OEM / Scorpion Resonated cat-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,Resonated cat-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,Resonated,cat-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU106CF
Scorpion,Audi,1502.11,751.055,25,7,SAU107CF,Audi RS3 8V Pre-Facelift OEM / Scorpion Resonated cat-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 8V Pre-Facelift OEM / Scorpion Resonated cat-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 8V Pre-Facelift,OEM / Scorpion,Resonated cat-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,8V,Pre-Facelift,OEM,/,Scorpion,Resonated,cat-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU107CF
Scorpion,Audi,829.5,414.75,25,7,SAUC089,Audi RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models OEM / Scorpion De-cat downpipe (GPF removed)   PD( 100mm/4) ,Home,Audi RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models OEM / Scorpion De-cat downpipe (GPF removed) 100mm/4,"Scorpion,Audi,RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models,OEM / Scorpion,De-cat downpipe (GPF removed),100mm/4,","Scorpion,Audi,RS3,8V,Sportback,/,RS3,8V,Saloon,/,TTRS,MK3,GPF,Models,OEM,/,Scorpion,De-cat,downpipe,(GPF,removed),100mm/4,",Scorpion-SAUC089
Scorpion,Audi,1207.5,603.75,25,7,SAUX089,Audi RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models OEM / Scorpion Downpipe with sports catalyst (GPF removed)   PD( 100mm/4) ,Home,Audi RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models OEM / Scorpion Downpipe with sports catalyst (GPF removed) 100mm/4,"Scorpion,Audi,RS3 8V Sportback / RS3 8V Saloon / TTRS MK3 GPF Models,OEM / Scorpion,Downpipe with sports catalyst (GPF removed),100mm/4,","Scorpion,Audi,RS3,8V,Sportback,/,RS3,8V,Saloon,/,TTRS,MK3,GPF,Models,OEM,/,Scorpion,Downpipe,with,sports,catalyst,(GPF,removed),100mm/4,",Scorpion-SAUX089
Scorpion,Audi,2021.33,1010.665,25,7,SAU083CF,Audi RS3 Saloon 8V (GPF and Non- GPF models) OEM / Scorpion Resonated cat/gpf-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 Saloon 8V (GPF and Non- GPF models) OEM / Scorpion Resonated cat/gpf-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 Saloon 8V (GPF and Non- GPF models),OEM / Scorpion,Resonated cat/gpf-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,Saloon,8V,(GPF,and,Non-,GPF,models),OEM,/,Scorpion,Resonated,cat/gpf-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU083CF
Scorpion,Audi,1928.72,964.36,25,7,SAUS083CF,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Non-resonated cat/gpf-back system with valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Non-resonated cat/gpf-back system with valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 Saloon 8V (GPF and Non-GPF models),OEM / Scorpion,Non-resonated cat/gpf-back system with valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,Saloon,8V,(GPF,and,Non-GPF,models),OEM,/,Scorpion,Non-resonated,cat/gpf-back,system,with,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS083CF
Scorpion,Audi,1466.72,733.36,25,7,SAUS084CF,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Non-resonated cat/gpf-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Non-resonated cat/gpf-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 Saloon 8V (GPF and Non-GPF models),OEM / Scorpion,Non-resonated cat/gpf-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,Saloon,8V,(GPF,and,Non-GPF,models),OEM,/,Scorpion,Non-resonated,cat/gpf-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAUS084CF
Scorpion,Audi,1559.33,779.665,25,7,SAU084CF,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Resonated cat/gpf-back system without valves  Ascari EVO  PD( 80mm/3.15)  TD( 170mm x 107mm),Home,Audi RS3 Saloon 8V (GPF and Non-GPF models) OEM / Scorpion Resonated cat/gpf-back system without valves Ascari EVO 80mm/3.15 170mm x 107mm,"Scorpion,Audi,RS3 Saloon 8V (GPF and Non-GPF models),OEM / Scorpion,Resonated cat/gpf-back system without valves,Ascari EVO,80mm/3.15,170mm x 107mm","Scorpion,Audi,RS3,Saloon,8V,(GPF,and,Non-GPF,models),OEM,/,Scorpion,Resonated,cat/gpf-back,system,without,valves,Ascari,EVO,80mm/3.15,170mm,x,107mm",Scorpion-SAU084CF
Scorpion,Audi,1962.35,981.175,25,7,SAU083,Audi RS3 Saloon 8V MQB (GPF and non GPF models) OEM / Scorpion Resonated cat-back system with electronic valves  EVO  PD( 80mm/3.15)  TD( 160mm x 95mm),Home,Audi RS3 Saloon 8V MQB (GPF and non GPF models) OEM / Scorpion Resonated cat-back system with electronic valves EVO 80mm/3.15 160mm x 95mm,"Scorpion,Audi,RS3 Saloon 8V MQB (GPF and non GPF models),OEM / Scorpion,Resonated cat-back system with electronic valves,EVO,80mm/3.15,160mm x 95mm","Scorpion,Audi,RS3,Saloon,8V,MQB,(GPF,and,non,GPF,models),OEM,/,Scorpion,Resonated,cat-back,system,with,electronic,valves,EVO,80mm/3.15,160mm,x,95mm",Scorpion-SAU083
