reference;wholesale_price;price
S-BM/T/22H;4678,79;5848,49
S-BM/T/25;6756,1;8445,12
DI-BM/CA/7/G;1324,06;1655,08
P-HF1263;682,8;853,5
DI-BM/CA/7/M;1219,28;1524,1
WM-BM/CA/3/G;695,38;869,22
WM-BM/CA/3/M;619,17;773,96
E-BM/T/10;2076,58;2595,73
S-BM/T/24H;4678,79;5848,49
DI-BM/CA/7/M;1219,28;1524,1
P-HF1263;682,8;853,5
DI-BM/CA/7/G;1324,06;1655,08
WM-BM/CA/3/M;619,17;773,96
WM-BM/CA/3/G;695,38;869,22
S-BM/T/24H;4678,79;5848,49
P-HF1312;336,44;420,55
S-BM/T/15H;2865,52;3581,9
S-BM/T/15H;2865,52;3581,9
P-HF1312;336,44;420,55
S-BM/T/10H;2620,9;3276,13
P-HF1255;390,6;488,25
TP-CT/59;1252,22;1565,27
S-BM/T/10H;2620,9;3276,13
P-HF1255;390,6;488,25
TP-CT/59;1252,22;1565,27
S-BM/T/29H;2941,92;3677,4
P-HF1424;336,44;420,55
DI-BM/CA/6;1409,79;1762,24
P-HF1255;390,6;488,25
S-BM/T/10H;2620,9;3276,13
TP-CT/60;1252,22;1565,27
P-HF1255;390,6;488,25
S-BM/T/10H;2620,9;3276,13
DI-BM/CA/6;1409,79;1762,24
TP-CT/60;1252,22;1565,27
P-HF1424;336,44;420,55
S-BM/T/29H;2941,92;3677,4
P-HF947;552,72;690,9
S-BM/T/1;5438,66;6798,33
DI-BM/CA/2;921,86;1152,32
S-BM/T/16H;5235,01;6543,76
DI-BM/CA/8/G;1038,3;1297,87
DI-BM/CA/8/M;943,04;1178,8
P-HF1310;336,44;420,55
S-BM/T/16H;5235,01;6543,76
DI-BM/CA/8/G;1038,3;1297,87
P-HF1310;336,44;420,55
DI-BM/CA/8/M;943,04;1178,8
S-BM/T/28H;4847,23;6059,04
DI-BM/CA/2;921,86;1152,32
P-HF947;552,72;690,9
S-BM/T/1;5438,66;6798,33
DI-BM/CA/8/M;943,04;1178,8
P-HF1310;336,44;420,55
DI-BM/CA/8/G;1038,3;1297,87
S-BM/T/16H;5235,01;6543,76
S-BM/T/16H;5235,01;6543,76
DI-BM/CA/8/G;1038,3;1297,87
P-HF1310;336,44;420,55
DI-BM/CA/8/M;943,04;1178,8
S-BM/T/28H;4847,23;6059,04
DP-TY/SS/1;1730,24;2162,8
E-TY/SS/1;933,51;1166,89
S-BM/T/9H;3348,94;4186,17
E-TY/SS/2;933,51;1166,89
DP-TY/SS/2;1730,24;2162,8
S-BM/T/9H;3348,94;4186,17
S-CO/TI/3;6788,58;8485,72
L-CO/SS/1;2531,99;3164,99
L-CO/SS/2;1488,71;1860,89
L-CO/SS/2;1488,71;1860,89
L-CO/SS/1;2531,99;3164,99
S-CO/TI/4;6788,58;8485,72
S-CO/TI/1;4902,06;6127,57
P-HF868;830,63;1038,29
P-HF886;453,89;567,36
MTP-CO/TI/2;3873,11;4841,39
S-CO/TI/2;4843,82;6054,77
TP-NIR35C;1180,89;1476,11
TP-CT/1;1203,62;1504,52
P-HF1479;324;405
S-CU/TI/1H;4408;5510
L-FE/SS/2;1855,78;2319,72
MTP-FE488H;5382,87;6728,59
L-FE/SS/1;3371,5;4214,37
P-HF1082;362,71;453,39
L-LA/T/1;3534;4417,5
P-HF880;430,35;537,94
M-LA/T/4;5027,64;6284,55
TP-CT/7;1053,47;1316,84
TP-CT/7;1053,47;1316,84
M-LA/T/4;5027,64;6284,55
P-HF880;430,35;537,94
P-HF880;430,35;537,94
M-LA/T/4;5027,64;6284,55
TP-CT/8;1053,47;1316,84
MTP-LA/TI/2;7927,59;9909,49
MTP-LA/TI/2;7927,59;9909,49
S-MC/TI/1;4409,45;5511,81
S-MC/TI/3;5307,03;6633,79
S-MC/TI/3;5307,03;6633,79
S-MC/TI/2;4703,38;5879,23
E-ME/SS/1;752,53;940,66
S-ME/TI/9H;3039,12;3798,9
S-ME/TI/9H;3039,12;3798,9
E-ME/SS/1;752,53;940,66
E-ME/SS/1;752,53;940,66
S-ME/TI/6H;3039,12;3798,9
S-ME/TI/6H;3039,12;3798,9
E-ME/SS/1;752,53;940,66
E-ME/SS/1;752,53;940,66
S-ME/TI/11;3096,55;3870,69
S-ME/TI/13H;3863,4;4829,25
DP-ME/SS/3;1781,29;2226,61
P-HF1296;336,44;420,55
L-ME/SS/3;542,96;678,7
DP-ME/SS/3;1781,29;2226,61
S-ME/TI/13H;3863,4;4829,25
L-ME/SS/3;542,96;678,7
P-HF1296;336,44;420,55
DP-ME/SS/3/1;1886,07;2357,59
P-HF949;315,11;393,89
E-ME/T/3;1612,87;2016,09
P-HF985;568,4;710,5
MTP-ME/T/3H;4287,21;5359,01
P-HF985;568,4;710,5
MTP-ME/T/2H/1;4287,21;5359,01
E-ME/T/3;1612,87;2016,09
P-HF949;315,11;393,89
P-HF949;315,11;393,89
E-ME/T/3;1612,87;2016,09
P-HF985;568,4;710,5
MTP-ME/T/2H/1;4287,21;5359,01
E-ME/SS/1;752,53;940,66
S-ME/TI/10H;3220,56;4025,7
S-ME/TI/10H;3220,56;4025,7
E-ME/SS/1;752,53;940,66
DP-ME/SS/3;1781,29;2226,61
S-ME/TI/12H;3863,4;4829,25
P-HF1296;336,44;420,55
L-ME/SS/3;542,96;678,7
DP-ME/SS/3;1781,29;2226,61
S-ME/TI/12H;3863,4;4829,25
L-ME/SS/3;542,96;678,7
P-HF1296;336,44;420,55
DP-ME/SS/3/1;1886,07;2357,59
S-ME/TI/1H/1;7755,93;9694,91
P-HF1044;334,18;417,72
TP-CT/46/M;1019,24;1274,05
TP-CT/46/G;1058,07;1322,59
MTP-ME/T/5H;3904,22;4880,28
E-ME/T/5;1800,34;2250,43
P-HF1129;469,42;586,77
S-ME/TI/2H;7394,95;9243,69
P-HF841/2;120,1;150,13
P-HF1225;38,63;48,29
S-ME/TI/5/1;6870,24;8587,8
S-ME/TI/5/1;6870,24;8587,8
P-HF1225;38,63;48,29
S-ME/TI/17;6870,24;8587,8
P-HF841/2;120,1;150,13
S-ME/TI/2H;7394,95;9243,69
S-ME/TI/5/1;6870,24;8587,8
S-ME/TI/4/1;6870,24;8587,8
L-ME/SS/3;542,96;678,7
S-ME/TI/13H;3863,4;4829,25
DP-ME/SS/3;1781,29;2226,61
P-HF1296;336,44;420,55
L-ME/SS/3;542,96;678,7
S-ME/TI/13H;3863,4;4829,25
P-HF1296;336,44;420,55
DP-ME/SS/3/1;1886,07;2357,59
S-ME/TI/16H;6680;8350
P-HF1411;376,26;470,33
S-ME/TI/16H/1;6840;8550
P-HF1411;376,26;470,33
S-ME/TI/14H/1;6840;8550
S-ME/TI/15H/1;7084;8855
P-HF1411;376,26;470,33
P-HF1044;334,18;417,72
S-ME/TI/1H/1;7755,93;9694,91
ME-MIN/TI/1H;906,3;1132,87
DP-MINR56/57;847,78;1059,73
TP-MINR56/57-CA;465,22;581,52
TP-MINR56/57-CA;465,22;581,52
DP-MINR56/57;847,78;1059,73
ME-MIN/TI/1H;906,3;1132,87
ME-MIN/TI/1H;906,3;1132,87
DP-MINR56/57;847,78;1059,73
TP-MINR56/57-CA;465,22;581,52
TP-MINR56/57-CA;465,22;581,52
DP-MINR56/57;847,78;1059,73
ME-MIN/TI/1H;906,3;1132,87
E-BM/SS/6;266,94;333,68
S-BM/T/15H;2865,52;3581,9
P-HF1312;336,44;420,55
P-HF1312;336,44;420,55
S-BM/T/15H;2865,52;3581,9
E-BM/SS/6;266,94;333,68
E-BM/SS/6;266,94;333,68
S-BM/T/15H;2865,52;3581,9
P-HF1312;336,44;420,55
P-HF1312;336,44;420,55
S-BM/T/15H;2865,52;3581,9
E-BM/SS/6;266,94;333,68
ME-MIN/TI/1H;906,3;1132,87
DP-MINR56/57;847,78;1059,73
TP-MINR56/57-CA;465,22;581,52
TP-NIZ34-C;584,59;730,74
M-NIZ34H;956,73;1195,91
M-NI/T/1H;2748,91;3436,14
ME-NI/T/1;4573,4;5716,75
TP-NIR35C;1180,89;1476,11
DP/L-NI/SS/1;2752,9;3441,13
L-NI/SS/4;1095,45;1369,31
S-NI/TI/1;5722,3;7152,87
S-PO/TI/18;4450,68;5563,35
L-PO/T/13;1476,47;1845,59
DI-PO/CA/8/M;1572,27;1965,34
TP-T/S/27;743;928,75
TP-T/S/28;743;928,75
DI-PO/CA/8/G;1671,16;2088,95
P-HF1293;446,74;558,42
S-PO/TI/18/1;4450,68;5563,35
L-PO/T/13/1;1476,47;1845,59
S-PO/TI/18;4450,68;5563,35
L-PO/T/13;1476,47;1845,59
DI-PO/CA/8/M;1572,27;1965,34
TP-T/S/28;743;928,75
TP-T/S/27;743;928,75
L-PO/T/13/1;1476,47;1845,59
S-PO/TI/18/1;4450,68;5563,35
P-HF1293;446,74;558,42
DI-PO/CA/8/G;1671,16;2088,95
DI-PO/CA/10/G;2840;3550
DI-PO/CA/10/M;2696;3370
P-HF1496;446,74;558,42
S-PO/TI/24;5416;6770
L-PO/T/17;3304;4130
E-PO/T/8;4464;5580
L-PO/T/13;1476,47;1845,59
S-PO/TI/18;4450,68;5563,35
S-PO/TI/18/1;4450,68;5563,35
TP-T/S/27;743;928,75
TP-T/S/28;743;928,75
P-HF1293;446,74;558,42
L-PO/T/13/1;1476,47;1845,59
DI-PO/CA/8/G/1;1528,86;1911,07
DI-PO/CA/8/M/1;1433,6;1792
L-PO/T/13;1476,47;1845,59
S-PO/TI/18;4450,68;5563,35
S-PO/TI/18/1;4450,68;5563,35
TP-T/S/28;743;928,75
TP-T/S/27;743;928,75
DI-PO/CA/8/M/1;1433,6;1792
DI-PO/CA/8/G/1;1528,86;1911,07
L-PO/T/13/1;1476,47;1845,59
P-HF1293;446,74;558,42
P-HF1065;682,8;853,5
S-PO/TI/5H;4454,94;5568,67
DI-PO/CA/3/G;1228,81;1536,01
S-PO/TI/5H;4454,94;5568,67
L-PO/SS/1H;2966,54;3708,18
DI-PO/CA/3;1076,4;1345,5
P-HF874;430,35;537,94
S-PO991SO-HT/1;7610,98;9513,72
P-HF870;562,31;702,89
L-PO/SS/3;3317,58;4146,98
S-PO/TI/14;3669,26;4586,58
S-PO/TI/14;3669,26;4586,58
L-PO/SS/3;3317,58;4146,98
P-HF874;430,35;537,94
S-PO991SO-HT/1;7610,98;9513,72
S-PO/TI/5H;4454,94;5568,67
P-HF1065;682,8;853,5
DI-PO/CA/3/G;1228,81;1536,01
DI-PO/CA/3;1076,4;1345,5
L-PO/SS/1H;2966,54;3708,18
S-PO/TI/5H;4454,94;5568,67
P-HF870;562,31;702,89
TP-PO991GT3/BOX;1326,26;1657,82
MTP-PO997GT3H/1;3442,75;4303,44
TP-PO997GT3H;953,99;1192,49
DI-PO/CA/1;1350,54;1688,17
TP-T/S/19;962,09;1202,61
S-PO/TI/8;1886,07;2357,59
E-PO/T/4;7090,09;8862,61
E-PO/T/5;4924,7;6155,88
L-PO997GT3CSET;904,27;1130,34
TP-T/S/17/H;962,09;1202,61
S-PO/TI/10H;3514,95;4393,69
S-PO/TI/8;1886,07;2357,59
DI-PO/CA/6/M;1419,32;1774,15
DI-PO/CA/6/G;1514,58;1893,22
E-PO/T/4;7090,09;8862,61
E-PO/T/5;4924,7;6155,88
L-PO997GT3CSET;904,27;1130,34
TP-T/S/17;962,09;1202,61
TP-PO991GT3/BOX;1326,26;1657,82
DI-PO/CA/9/G;1252;1565
DI-PO/CA/9/M;1116;1395
E-PO/T/7;6748;8435
P-CP034;1180;1475
S-PO/TI/23;3188;3985
TP-PO991GT3/BOX;1326,26;1657,82
TP-PO991RS/H/T;953,99;1192,49
MTP-PO997GT3H/1;3442,75;4303,44
L-PO997GT3CSET;904,27;1130,34
E-PO/T/5;4924,7;6155,88
E-PO/T/4;7090,09;8862,61
S-PO/TI/10H;3514,95;4393,69
TP-T/S/19/H;962,09;1202,61
TP-T/S/19;962,09;1202,61
S-PO/TI/8;1886,07;2357,59
L-PO997GT3CSET;904,27;1130,34
E-PO/T/5;4924,7;6155,88
E-PO/T/4;7090,09;8862,61
TP-PO991GT3/BOX;1326,26;1657,82
TP-T/S/17/H;962,09;1202,61
TP-T/S/17;962,09;1202,61
DI-PO/CA/7/G;1762,24;2202,8
DI-PO/CA/7/G;1762,24;2202,8
TP-T/S/17;962,09;1202,61
S-PO/TI/15;3514,95;4393,69
S-PO/TI/8;1886,07;2357,59
E-PO/T/6/1;7090,09;8862,61
TP-T/S/19;962,09;1202,61
S-PO/TI/23;3188;3985
P-CP034;1180;1475
MTP-PO997GT3H/1;3442,75;4303,44
TP-PO997GT3H;953,99;1192,49
TP-PO997GT3H;953,99;1192,49
MTP-PO997GT3H/1;3442,75;4303,44
MTP-PO997GT3H/1;3442,75;4303,44
TP-PO997GT3H;953,99;1192,49
TP-T/S/19;962,09;1202,61
E-PO/T/6/1;7090,09;8862,61
S-PO/TI/8;1886,07;2357,59
S-PO/TI/15;3514,95;4393,69
TP-T/S/17;962,09;1202,61
P-HF870;562,31;702,89
S-PO/TI/6H;3791,19;4738,99
L-PO/SS/2H;3609,3;4511,62
DI-PO/CA/4/M;1957,92;2447,4
DI-PO/CA/4/G;2234,8;2793,5
L-PO/SS/4;3724,51;4655,64
P-X277;240,05;300,06
S-PO/TI/19;2960,65;3700,81
TP-T/S/33;956,14;1195,18
TP-T/S/34;904,8;1131
TP-T/S/34;904,8;1131
TP-T/S/33;956,14;1195,18
S-PO/TI/19;2960,65;3700,81
P-X277;240,05;300,06
L-PO/SS/4;3724,51;4655,64
S-PO991TSO-HT;4898,19;6122,74
DI-PO/CA/2;1351,03;1688,79
L-PO991T/2;1948,36;2435,45
L-PO997TFLS-100;4107,39;5134,24
P-HF964;386,61;483,26
P-HF964;386,61;483,26
P-HF964;386,61;483,26
L-PO/T/7;579,74;724,67
S-PO/TI/12;4669,09;5836,36
P-HF1199;305,56;381,95
TP-CT/53;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
TP-CT/53;1252,22;1565,27
S-PO/TI/11H;4843,82;6054,77
P-HF1199;305,56;381,95
L-PO/T/3;579,74;724,67
P-HF1199;305,56;381,95
S-PO/TI/12;4669,09;5836,36
TP-CT/53;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
TP-CT/53;1252,22;1565,27
S-PO/TI/11H;4843,82;6054,77
P-HF1199;305,56;381,95
E-PO/T/3;1351,03;1688,79
P-HF1199;305,56;381,95
TP-CT/53;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
S-PO/TI/20;5125,32;6406,65
S-PO/TI/20;5125,32;6406,65
TP-T/S/23;1252,22;1565,27
TP-CT/53;1252,22;1565,27
P-HF1199;305,56;381,95
L-PO/T/4;579,74;724,67
L-PO/T/4;579,74;724,67
P-HF872;903,43;1129,29
P-HF1003;945,46;1181,83
E-PO/T/3;1351,03;1688,79
P-HF872;903,43;1129,29
P-HF1199;305,56;381,95
TP-CT/53;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
S-PO/TI/17H;4843,82;6054,77
S-PO/TI/17H;4843,82;6054,77
TP-T/S/23;1252,22;1565,27
TP-CT/53;1252,22;1565,27
P-HF1199;305,56;381,95
P-HF872;903,43;1129,29
P-HF1199;305,56;381,95
TP-CT/53;1252,22;1565,27
TP-T/S/23;1252,22;1565,27
S-PO/TI/17H;4843,82;6054,77
S-PO/TI/17H;4843,82;6054,77
TP-T/S/23;1252,22;1565,27
TP-CT/53;1252,22;1565,27
P-HF1199;305,56;381,95
P-HF964;386,61;483,26
P-HF964;386,61;483,26
P-HF964;386,61;483,26
S-PO/TI/7H;5438,66;6798,33
DI-PO/CA/5/G;1463,5;1829,37
DI-PO/CA/5/G;1463,5;1829,37
P-HF1228;336,21;420,26
S-PO/TI/7H;5438,66;6798,33
DI-PO/CA/5/G;1463,5;1829,37
S-PO/TI/7H;5438,66;6798,33
P-HF641;139,3;174,12
TP-CT/48;1252,22;1565,27
P-HF1149;305,56;381,95
S-PO/TI/13;3348,94;4186,17
TP-T/S/18;1252,22;1565,27
P-HF641;139,3;174,12
TP-T/S/18;1252,22;1565,27
P-HF1149;305,56;381,95
TP-CT/48;1252,22;1565,27
S-PO/TI/16;3348,94;4186,17
P-HF641;139,3;174,12
TP-CT/48;1252,22;1565,27
P-HF1149;305,56;381,95
TP-T/S/18;1252,22;1565,27
S-PO/TI/16;3348,94;4186,17
P-HF641;139,3;174,12
TP-T/S/18;1252,22;1565,27
P-HF1170;169,03;211,29
S-PO/TI/9H;5057,38;6321,72
P-HF1149;305,56;381,95
TP-CT/48;1252,22;1565,27
P-HF641;139,3;174,12
P-HF871;551,28;689,1
P-HF871;551,28;689,1
TP-CT/48;1252,22;1565,27
P-HF1149;305,56;381,95
P-HF1170;169,03;211,29
TP-T/S/18;1252,22;1565,27
S-PO/TI/9H;5057,38;6321,72
P-HF871;551,28;689,1
P-HF871;551,28;689,1
TP-T/S/18;1252,22;1565,27
P-HF1170;169,03;211,29
P-HF1149;305,56;381,95
TP-CT/48;1252,22;1565,27
S-PO/TI/9H;5057,38;6321,72
L-RECL3RS/1;243,58;304,48
MTP-RECL3RSH;906,3;1132,87
S-RE/T/1;1852,98;2316,22
S-RE/T/4H;2421,9;3027,38
L-RE/T/2;409,61;512,01
L-RE/T/2;409,61;512,01
S-RE/T/4H;2421,9;3027,38
S-TY/T/2;2195,42;2744,28
E-TY/SS/3;349,27;436,59
DP-TY/SS/1;1730,24;2162,8
S-TY/T/1H;2611,2;3264
E-TY/SS/1;933,51;1166,89
S-TY/T/1H;2611,2;3264
E-TY/SS/2;933,51;1166,89
DP-TY/SS/2;1730,24;2162,8
TP-VWGMK6-CA;540,39;675,49
TP-VWGMK6-CA;540,39;675,49
TP-VWGMK6-CA;540,39;675,49
TP-VWGMK6-CA;540,39;675,49
TP-VWGMK6-CA;540,39;675,49
MTP-VW/T/1H;1574,3;1967,87
S-VW/T/1;2998,64;3748,3
DI-VW/CA/1;880,08;1100,1
MTP-VW/T/2;1574,3;1967,87
MTP-VW/T/3H;1674,9;2093,62
MTP-VW/T/4H;1674,9;2093,62
MTP-VW/T/4H;1674,9;2093,62
MTP-VW/T/3H;1674,9;2093,62
