Manufacturer;Supplier;Price;Purchase;%;VAT;Reference;Name;Category;Meta title;Tags;Keywords;Rewrite
Scorpion;Scorpion;593,63;296,815;35;7;SAUX036;Audi A4 B8 2 TFSi 2wd Manual Sports-Cat Section ;Home;Audi A4 B8 2.0 TFSi 2wd Manual Sports-cat Section ;Scorpion,SAUX036,Audi,A4 B8 2.0 TFSi 2wd Manual, OEM/Scorpion, Sports-cat Section,76mm/3, N/A;Scorpion,SAUX036,Audi,A4,B8,2.0,TFSi,2wd,Manual,,OEM,/,Scorpion,Sports-cat,Section,,,76mm/3,,N/A;Scorpion-SAUX036
Scorpion;Scorpion;1509,65;754,825;35;7;SAUS073;Audi A5 B8 2 TFSI N-Res Cat-Daytona(quad);Home;Audi A5 B8 2.0 TFSI Non-resonated cat-back system   Daytona(quad);Scorpion,SAUS073,Audi,A5 B8 2.0 TFSI, OEM/Scorpion, Non-resonated cat-back system , Daytona(quad), 70mm/2.75, 83mm;Scorpion,SAUS073,Audi,A5,B8,2.0,TFSI,,OEM,/,Scorpion,Non-resonated,cat-back,system,,,Daytona,(quad),,70mm/2.75,,83mm;Scorpion-SAUS073
Scorpion;Scorpion;1747,6;873,8;35;7;SAUS073C;Audi A5 B8 2 TFSI N-Res Cat-Daytona(quad);Home;Audi A5 B8 2.0 TFSI Non-resonated cat-back system   Daytona(quad);Scorpion,SAUS073C,Audi,A5 B8 2.0 TFSI, OEM/Scorpion, Non-resonated cat-back system , Daytona(quad), 70mm/2.75, 83mm;Scorpion,SAUS073C,Audi,A5,B8,2.0,TFSI,,OEM,/,Scorpion,Non-resonated,cat-back,system,,,Daytona,(quad),,70mm/2.75,,83mm;Scorpion-SAUS073C
Scorpion;Scorpion;1664,31;832,155;35;7;SAU073;Audi A5 B8 2 TFSI Res Cat-Daytona(quad);Home;Audi A5 B8 2.0 TFSI Resonated cat-back system   Daytona(quad);Scorpion,SAU073,Audi,A5 B8 2.0 TFSI, OEM/Scorpion, Resonated cat-back system , Daytona(quad), 70mm/2.75, 83mm;Scorpion,SAU073,Audi,A5,B8,2.0,TFSI,,OEM,/,Scorpion,Resonated,cat-back,system,,,Daytona,(quad),,70mm/2.75,,83mm;Scorpion-SAU073
Scorpion;Scorpion;1902,25;951,125;35;7;SAU073C;Audi A5 B8 2 TFSI Res Cat-Daytona(quad);Home;Audi A5 B8 2.0 TFSI Resonated cat-back system   Daytona(quad);Scorpion,SAU073C,Audi,A5 B8 2.0 TFSI, OEM/Scorpion, Resonated cat-back system , Daytona(quad), 70mm/2.75, 83mm;Scorpion,SAU073C,Audi,A5,B8,2.0,TFSI,,OEM,/,Scorpion,Resonated,cat-back,system,,,Daytona,(quad),,70mm/2.75,,83mm;Scorpion-SAU073C
Scorpion;Scorpion;922,85;461,425;35;7;SAUC092;Audi Audi RS4 B9/RS5 B9 N-Gpf De-Cat Downpipes ;Home;Audi Audi RS4 B9/RS5 B9 Non GPF De-cat Downpipes ;Scorpion,SAUC092,Audi,Audi RS4 B9/RS5 B9 Non GPF, OEM/Scorpion, De-cat Downpipes,70mm/2.75,;Scorpion,SAUC092,Audi,Audi,RS4,B9,/,RS5,B9,Non,GPF,,OEM,/,Scorpion,De-cat,Downpipes,,,70mm/2.75,;Scorpion-SAUC092
Scorpion;Scorpion;2115,75;1057,875;35;7;SAUS088;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. N-Gpf N-Res half Sys Daytona;Home;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Non-resonated half system  Daytona;Scorpion,SAUS088,Audi,Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Models, OEM Only, Non-resonated half system, Daytona, 63.5mm/2.5,;Scorpion,SAUS088,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,,Saloon/Sedan.,Non,GPF,Models,,OEM,Only,Non-resonated,half,system,,Daytona,,63.5mm/2.5,;Scorpion-SAUS088
Scorpion;Scorpion;2564,02;1282,01;35;7;SAUS088CF;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. N-Gpf N-Res half Sys Ascari;Home;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Non-resonated half system  Ascari;Scorpion,SAUS088CF,Audi,Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Models, OEM Only, Non-resonated half system, Ascari, 63.5mm/2.5,;Scorpion,SAUS088CF,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,,Saloon/Sedan.,Non,GPF,Models,,OEM,Only,Non-resonated,half,system,,Ascari,,63.5mm/2.5,;Scorpion-SAUS088CF
Scorpion;Scorpion;2679,52;1339,76;35;7;SAU088CF;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. N-Gpf Res half Sys Ascari;Home;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Resonated half system  Ascari;Scorpion,SAU088CF,Audi,Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Models, OEM Only, Resonated half system, Ascari, 63.5mm/2.5,;Scorpion,SAU088CF,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,,Saloon/Sedan.,Non,GPF,Models,,OEM,Only,Resonated,half,system,,Ascari,,63.5mm/2.5,;Scorpion-SAU088CF
Scorpion;Scorpion;2220,75;1110,375;35;7;SAU088;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. N-Gpf Res half Sys Daytona;Home;Audi Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Resonated half system  Daytona;Scorpion,SAU088,Audi,Audi S4 B9 Quattro 3.0T V6 Avant, Saloon/Sedan. Non GPF Models, OEM Only, Resonated half system, Daytona, 63.5mm/2.5,;Scorpion,SAU088,Audi,Audi,S4,B9,Quattro,3.0T,V6,Avant,,Saloon/Sedan.,Non,GPF,Models,,OEM,Only,Resonated,half,system,,Daytona,,63.5mm/2.5,;Scorpion-SAU088
Scorpion;Scorpion;1035;517,5;35;7;SAUS030;Audi RS3 8P N-Res secondary Cat-Daytona;Home;Audi RS3 8P Non-resonated secondary cat-back system  Daytona;Scorpion,SAUS030,Audi,RS3 8P, OEM/Scorpion, Non-resonated secondary cat-back system, Daytona, 63.5mm/2.5, 90mm;Scorpion,SAUS030,Audi,RS3,8P,,OEM,/,Scorpion,Non-resonated,secondary,cat-back,system,,Daytona,,63.5mm/2.5,,90mm;Scorpion-SAUS030
Scorpion;Scorpion;1093,28;546,64;35;7;SAUS030C;Audi RS3 8P N-Res secondary Cat-Daytona;Home;Audi RS3 8P Non-resonated secondary cat-back system  Daytona;Scorpion,SAUS030C,Audi,RS3 8P, OEM/Scorpion, Non-resonated secondary cat-back system, Daytona, 63.5mm/2.5, 90mm;Scorpion,SAUS030C,Audi,RS3,8P,,OEM,/,Scorpion,Non-resonated,secondary,cat-back,system,,Daytona,,63.5mm/2.5,,90mm;Scorpion-SAUS030C
Scorpion;Scorpion;208,18;104,09;35;7;SAUC030;Audi RS3 8P Secondary Cat replacement pipes ;Home;Audi RS3 8P Secondary cat replacement pipes ;Scorpion,SAUC030,Audi,RS3 8P, OEM/Scorpion, Secondary cat replacement pipes,63.5mm/2.5,;Scorpion,SAUC030,Audi,RS3,8P,,OEM,/,Scorpion,Secondary,cat,replacement,pipes,,,63.5mm/2.5,;Scorpion-SAUC030
Scorpion;Scorpion;272,42;136,21;35;7;SAUC054;Audi RS3 8V Secondary de-Cat ;Home;Audi RS3 8V Secondary de-cat  ;Scorpion,SAUC054,Audi,RS3 8V, OEM/Scorpion, Secondary de-cat ,70mm/2.75,;Scorpion,SAUC054,Audi,RS3,8V,,OEM,/,Scorpion,Secondary,de-cat,,,,70mm/2.75,;Scorpion-SAUC054
Scorpion;Scorpion;1435,88;717,94;35;7;SAUS080CF;Audi RS3 8V Facelift(Gpf & N-Gpf s) NoN-Res Cat/Gpf & no valves Ascari EVO;Home;Audi RS3 8V Facelift(GPF & non GPF s) Non-res cat/gpf-back system without valves  Ascari EVO;Scorpion,SAUS080CF,Audi,RS3 8V Facelift(GPF & non GPF models), OEM/Scorpion, Non-res cat/gpf-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS080CF,Audi,RS3,8V,Facelift,(GPF,&,non,GPF,models),,OEM,/,Scorpion,Non-res,cat/gpf-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS080CF
Scorpion;Scorpion;1528,49;764,245;35;7;SAU080CF;Audi RS3 8V Facelift(Gpf & N-Gpf s) Res Cat/Gpf & no valves Ascari EVO;Home;Audi RS3 8V Facelift(GPF & non GPF s) Resonated cat/gpf-back system without valves  Ascari EVO;Scorpion,SAU080CF,Audi,RS3 8V Facelift(GPF & non GPF models), OEM/Scorpion, Resonated cat/gpf-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU080CF,Audi,RS3,8V,Facelift,(GPF,&,non,GPF,models),,OEM,/,Scorpion,Resonated,cat/gpf-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU080CF
Scorpion;Scorpion;1897,88;948,94;35;7;SAUS079CF;Audi RS3 8V Facelift(Gpf s only) NoN-Res Cat/Gpf & valves Ascari EVO;Home;Audi RS3 8V Facelift(GPF s only) Non-res cat/gpf-back system with valves  Ascari EVO;Scorpion,SAUS079CF,Audi,RS3 8V Facelift(GPF only), OEM/Scorpion, Non-res cat/gpf-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS079CF,Audi,RS3,8V,Facelift,(GPF,models,only),,OEM,/,Scorpion,Non-res,cat/gpf-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS079CF
Scorpion;Scorpion;1990,49;995,245;35;7;SAU079CF;Audi RS3 8V Facelift(Gpf s only) Res Cat/Gpf & valves Ascari EVO;Home;Audi RS3 8V Facelift(GPF s only) Resonated cat/gpf-back system with valves  Ascari EVO;Scorpion,SAU079CF,Audi,RS3 8V Facelift(GPF only), OEM/Scorpion, Resonated cat/gpf-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU079CF,Audi,RS3,8V,Facelift,(GPF,models,only),,OEM,/,Scorpion,Resonated,cat/gpf-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU079CF
Scorpion;Scorpion;772,7;386,35;35;7;SAUC079;Audi RS3 8V Facelift/TTRS MK3(Non Gpf s) De-Cat downpipe ;Home;Audi RS3 8V Facelift/TTRS MK3(Non GPF s) De-cat downpipe ;Scorpion,SAUC079,Audi,RS3 8V Facelift/TTRS MK3(Non GPF models), OEM/Scorpion, De-cat downpipe,100mm/4,;Scorpion,SAUC079,Audi,RS3,8V,Facelift,/,TTRS,MK3,(Non,GPF,models),,OEM,/,Scorpion,De-cat,downpipe,,,100mm/4,;Scorpion-SAUC079
Scorpion;Scorpion;980,6;490,3;35;7;SAUX079;Audi RS3 8V Facelift/TTRS MK3(Non Gpf s) Downpipe & sports Cat ;Home;Audi RS3 8V Facelift/TTRS MK3(Non GPF s) Downpipe with a high flow sports catalyst ;Scorpion,SAUX079,Audi,RS3 8V Facelift/TTRS MK3(Non GPF models), OEM/Scorpion, Downpipe with a high flow sports catalyst,100mm/4,;Scorpion,SAUX079,Audi,RS3,8V,Facelift,/,TTRS,MK3,(Non,GPF,models),,OEM,/,Scorpion,Downpipe,with,a,high,flow,sports,catalyst,,,100mm/4,;Scorpion-SAUX079
Scorpion;Scorpion;835,7;417,85;35;7;SAUC106;Audi RS3 8V Pre-Facelift De-Cat downpipe ;Home;Audi RS3 8V Pre-Facelift De-cat downpipe ;Scorpion,SAUC106,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, De-cat downpipe,100mm/4,;Scorpion,SAUC106,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,De-cat,downpipe,,,100mm/4,;Scorpion-SAUC106
Scorpion;Scorpion;1043,6;521,8;35;7;SAUX106;Audi RS3 8V Pre-Facelift Downpipe & sports Cat ;Home;Audi RS3 8V Pre-Facelift Downpipe with sports catalyst ;Scorpion,SAUX106,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, Downpipe with sports catalyst,100mm/4,;Scorpion,SAUX106,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,Downpipe,with,sports,catalyst,,,100mm/4,;Scorpion-SAUX106
Scorpion;Scorpion;1875,7;937,85;35;7;SAUS106CF;Audi RS3 8V Pre-Facelift NoN-Res Cat & valves Ascari EVO;Home;Audi RS3 8V Pre-Facelift Non-res cat-back system with valves  Ascari EVO;Scorpion,SAUS106CF,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, Non-res cat-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS106CF,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,Non-res,cat-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS106CF
Scorpion;Scorpion;1409,5;704,75;35;7;SAUS107CF;Audi RS3 8V Pre-Facelift NoN-Res Cat & no valves Ascari EVO;Home;Audi RS3 8V Pre-Facelift Non-res cat-back system without valves  Ascari EVO;Scorpion,SAUS107CF,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, Non-res cat-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS107CF,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,Non-res,cat-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS107CF
Scorpion;Scorpion;1968,31;984,155;35;7;SAU106CF;Audi RS3 8V Pre-Facelift Res Cat & valves Ascari EVO;Home;Audi RS3 8V Pre-Facelift Resonated cat-back system with valves  Ascari EVO;Scorpion,SAU106CF,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, Resonated cat-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU106CF,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,Resonated,cat-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU106CF
Scorpion;Scorpion;1502,11;751,055;35;7;SAU107CF;Audi RS3 8V Pre-Facelift Res Cat & no valves Ascari EVO;Home;Audi RS3 8V Pre-Facelift Resonated cat-back system without valves  Ascari EVO;Scorpion,SAU107CF,Audi,RS3 8V Pre-Facelift, OEM/Scorpion, Resonated cat-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU107CF,Audi,RS3,8V,Pre-Facelift,,OEM,/,Scorpion,Resonated,cat-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU107CF
Scorpion;Scorpion;829,5;414,75;35;7;SAUC089;Audi RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 Gpf De-Cat downpipe(Gpf out) ;Home;Audi RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 GPF De-cat downpipe(GPF removed) ;Scorpion,SAUC089,Audi,RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 GPF Models, OEM/Scorpion, De-cat downpipe(GPF removed),100mm/4,;Scorpion,SAUC089,Audi,RS3,8V,Sportback,/,RS3,8V,Saloon,/,TTRS,MK3,GPF,Models,,OEM,/,Scorpion,De-cat,downpipe,(GPF,removed),,,100mm/4,;Scorpion-SAUC089
Scorpion;Scorpion;1207,5;603,75;35;7;SAUX089;Audi RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 Gpf Downpipe & sports cat(Gpf out) ;Home;Audi RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 GPF Downpipe with sports catalyst(GPF removed) ;Scorpion,SAUX089,Audi,RS3 8V Sportback/RS3 8V Saloon/TTRS MK3 GPF Models, OEM/Scorpion, Downpipe with sports catalyst(GPF removed),100mm/4,;Scorpion,SAUX089,Audi,RS3,8V,Sportback,/,RS3,8V,Saloon,/,TTRS,MK3,GPF,Models,,OEM,/,Scorpion,Downpipe,with,sports,catalyst,(GPF,removed),,,100mm/4,;Scorpion-SAUX089
Scorpion;Scorpion;2021,33;1010,665;35;7;SAU083CF;Audi RS3 Saloon 8V(Gpf & NoN-Gpf s) Res Cat/Gpf & valves Ascari EVO;Home;Audi RS3 Saloon 8V(GPF & Non- GPF s) Resonated cat/gpf-back system with valves  Ascari EVO;Scorpion,SAU083CF,Audi,RS3 Saloon 8V(GPF & Non- GPF models), OEM/Scorpion, Resonated cat/gpf-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU083CF,Audi,RS3,Saloon,8V,(GPF,&,Non-,GPF,models),,OEM,/,Scorpion,Resonated,cat/gpf-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU083CF
Scorpion;Scorpion;1928,72;964,36;35;7;SAUS083CF;Audi RS3 Saloon 8V(Gpf & Non-Gpf s) N-Res Cat/Gpf & valves Ascari EVO;Home;Audi RS3 Saloon 8V(GPF & Non-GPF s) Non-resonated cat/gpf-back system with valves  Ascari EVO;Scorpion,SAUS083CF,Audi,RS3 Saloon 8V(GPF & Non-GPF models), OEM/Scorpion, Non-resonated cat/gpf-back system with valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS083CF,Audi,RS3,Saloon,8V,(GPF,&,Non-GPF,models),,OEM,/,Scorpion,Non-resonated,cat/gpf-back,system,with,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS083CF
Scorpion;Scorpion;1466,72;733,36;35;7;SAUS084CF;Audi RS3 Saloon 8V(Gpf & Non-Gpf s) N-Res Cat/Gpf & no valves Ascari EVO;Home;Audi RS3 Saloon 8V(GPF & Non-GPF s) Non-resonated cat/gpf-back system without valves  Ascari EVO;Scorpion,SAUS084CF,Audi,RS3 Saloon 8V(GPF & Non-GPF models), OEM/Scorpion, Non-resonated cat/gpf-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAUS084CF,Audi,RS3,Saloon,8V,(GPF,&,Non-GPF,models),,OEM,/,Scorpion,Non-resonated,cat/gpf-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAUS084CF
Scorpion;Scorpion;1559,33;779,665;35;7;SAU084CF;Audi RS3 Saloon 8V(Gpf & Non-Gpf s) Res Cat/Gpf & no valves Ascari EVO;Home;Audi RS3 Saloon 8V(GPF & Non-GPF s) Resonated cat/gpf-back system without valves  Ascari EVO;Scorpion,SAU084CF,Audi,RS3 Saloon 8V(GPF & Non-GPF models), OEM/Scorpion, Resonated cat/gpf-back system without valves, Ascari EVO, 80mm/3.15, 170mm x 107mm;Scorpion,SAU084CF,Audi,RS3,Saloon,8V,(GPF,&,Non-GPF,models),,OEM,/,Scorpion,Resonated,cat/gpf-back,system,without,valves,,Ascari,EVO,,80mm/3.15,,170mm,x,107mm;Scorpion-SAU084CF
Scorpion;Scorpion;1962,35;981,175;35;7;SAU083;Audi RS3 Saloon 8V MQB(Gpf & N-Gpf s) Res Cat & electronic valves EVO;Home;Audi RS3 Saloon 8V MQB(GPF & non GPF s) Resonated cat-back system with electronic valves  EVO;Scorpion,SAU083,Audi,RS3 Saloon 8V MQB(GPF & non GPF models), OEM/Scorpion, Resonated cat-back system with electronic valves, EVO, 80mm/3.15, 160mm x 95mm;Scorpion,SAU083,Audi,RS3,Saloon,8V,MQB,(GPF,&,non,GPF,models),,OEM,/,Scorpion,Resonated,cat-back,system,with,electronic,valves,,EVO,,80mm/3.15,,160mm,x,95mm;Scorpion-SAU083
Scorpion;Scorpion;1500,35;750,175;35;7;SAU084;Audi RS3 Saloon 8V MQB(Gpf & N-Gpf s) Res Cat & no valves EVO;Home;Audi RS3 Saloon 8V MQB(GPF & non GPF s) Resonated cat-back system with no valves  EVO;Scorpion,SAU084,Audi,RS3 Saloon 8V MQB(GPF & non GPF models), OEM/Scorpion, Resonated cat-back system with no valves, EVO, 80mm/3.15, 160mm x 95mm;Scorpion,SAU084,Audi,RS3,Saloon,8V,MQB,(GPF,&,non,GPF,models),,OEM,/,Scorpion,Resonated,cat-back,system,with,no,valves,,EVO,,80mm/3.15,,160mm,x,95mm;Scorpion-SAU084
Scorpion;Scorpion;2080,7;1040,35;35;7;SAU048SYS;Audi RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe Res Cat-inc active exhaust valve OE Fitment;Home;Audi RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe  Resonated cat-back system inc active exhaust valve  OE Fitment;Scorpion,SAU048SYS,Audi,RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe , OEM/Scorpion, Resonated cat-back system inc active exhaust valve, OE Fitment, 63.5mm/2.5, N/A;Scorpion,SAU048SYS,Audi,RS4,B8,4.2,FSI,Quattro,Avant/RS5,4.2,V8,Coupe,,,OEM,/,Scorpion,Resonated,cat-back,system,inc,active,exhaust,valve,,OE,Fitment,,63.5mm/2.5,,N/A;Scorpion-SAU048SYS
Scorpion;Scorpion;1545,36;772,68;35;7;SAU048;Audi RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe Res half Sys inc active exhaust valve OE Fitment;Home;Audi RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe  Resonated half system inc active exhaust valve  OE Fitment;Scorpion,SAU048,Audi,RS4 B8 4.2 FSI Quattro Avant/RS5 4.2 V8 Coupe , OEM/Scorpion, Resonated half system inc active exhaust valve, OE Fitment, 63.5mm/2.5, N/A;Scorpion,SAU048,Audi,RS4,B8,4.2,FSI,Quattro,Avant/RS5,4.2,V8,Coupe,,,OEM,/,Scorpion,Resonated,half,system,inc,active,exhaust,valve,,OE,Fitment,,63.5mm/2.5,,N/A;Scorpion-SAU048
