"Manufacturer","Price","Reference","Name"
"PracWorks","1200","HK-L-20-purple-matte-rail","PracWorks Honda K-series Intake Manifold 20° Plenum Purple Matte Rail FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-purple-matte-none","PracWorks Honda K-series Intake Manifold 20° Plenum Purple Matte FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-red-polished-rail","PracWorks Honda K-series Intake Manifold 20° Plenum Red Polished Rail FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-red-polished-none","PracWorks Honda K-series Intake Manifold 20° Plenum Red Polished FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-red-matte-rail","PracWorks Honda K-series Intake Manifold 20° Plenum Red Matte Rail FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-red-matte-none","PracWorks Honda K-series Intake Manifold 20° Plenum Red Matte FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-silver-polished-rail","PracWorks Honda K-series Intake Manifold 20° Plenum Silver Polished Rail FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-silver-polished-none","PracWorks Honda K-series Intake Manifold 20° Plenum Silver Polished FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-silver-matte-rail","PracWorks Honda K-series Intake Manifold 20° Plenum Silver Matte Rail FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1200","HK-L-20-silver-matte-none","PracWorks Honda K-series Intake Manifold 20° Plenum Silver Matte FWD Application-Sidefeed-Lowered for K24"
"PracWorks","1450","HK-N-CTR-black-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Black Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-black-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Black Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-black-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Black Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-black-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Black Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-blue-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Blue Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-blue-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Blue Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-blue-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Blue Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-blue-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Blue Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-gold-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Gold Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-gold-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Gold Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-gold-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Gold Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-gold-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Gold Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-green-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Green Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-green-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Green Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-green-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Green Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-green-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Green Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-grey-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Grey Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-grey-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Grey Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-grey-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Grey Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-grey-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Grey Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-light blue-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Light Blue Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-light blue-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Light Blue Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-light blue-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Light Blue Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-light blue-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Light Blue Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-nickel-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Nickel Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-nickel-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Nickel Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-nickel-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Nickel Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-nickel-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Nickel Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-orange-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Orange Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-orange-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Orange Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-orange-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Orange Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-orange-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Orange Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-purple-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Purple Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-purple-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Purple Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-purple-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Purple Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-purple-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Purple Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-red-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Red Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-red-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Red Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-red-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Red Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-red-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Red Matte FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-silver-polished-rail","PracWorks Honda K-series Intake Manifold Centerfeed Silver Polished Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-silver-polished-none","PracWorks Honda K-series Intake Manifold Centerfeed Silver Polished FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-silver-matte-rail","PracWorks Honda K-series Intake Manifold Centerfeed Silver Matte Rail FWD Application-Centerfeed"
"PracWorks","1450","HK-N-CTR-silver-matte-none","PracWorks Honda K-series Intake Manifold Centerfeed Silver Matte FWD Application-Centerfeed"
"PracWorks","1300","HK-R-00-black-polished-rail","PracWorks Honda K-series RWD Intake Manifold Black Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-black-polished-none","PracWorks Honda K-series RWD Intake Manifold Black Polished RWD Application"
"PracWorks","1300","HK-R-00-black-matte-rail","PracWorks Honda K-series RWD Intake Manifold Black Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-black-matte-none","PracWorks Honda K-series RWD Intake Manifold Black Matte RWD Application"
"PracWorks","1300","HK-R-00-blue-polished-rail","PracWorks Honda K-series RWD Intake Manifold Blue Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-blue-polished-none","PracWorks Honda K-series RWD Intake Manifold Blue Polished RWD Application"
"PracWorks","1300","HK-R-00-blue-matte-rail","PracWorks Honda K-series RWD Intake Manifold Blue Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-blue-matte-none","PracWorks Honda K-series RWD Intake Manifold Blue Matte RWD Application"
"PracWorks","1300","HK-R-00-gold-polished-rail","PracWorks Honda K-series RWD Intake Manifold Gold Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-gold-polished-none","PracWorks Honda K-series RWD Intake Manifold Gold Polished RWD Application"
"PracWorks","1300","HK-R-00-gold-matte-rail","PracWorks Honda K-series RWD Intake Manifold Gold Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-gold-matte-none","PracWorks Honda K-series RWD Intake Manifold Gold Matte RWD Application"
"PracWorks","1300","HK-R-00-green-polished-rail","PracWorks Honda K-series RWD Intake Manifold Green Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-green-polished-none","PracWorks Honda K-series RWD Intake Manifold Green Polished RWD Application"
"PracWorks","1300","HK-R-00-green-matte-rail","PracWorks Honda K-series RWD Intake Manifold Green Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-green-matte-none","PracWorks Honda K-series RWD Intake Manifold Green Matte RWD Application"
"PracWorks","1300","HK-R-00-grey-polished-rail","PracWorks Honda K-series RWD Intake Manifold Grey Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-grey-polished-none","PracWorks Honda K-series RWD Intake Manifold Grey Polished RWD Application"
"PracWorks","1300","HK-R-00-grey-matte-rail","PracWorks Honda K-series RWD Intake Manifold Grey Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-grey-matte-none","PracWorks Honda K-series RWD Intake Manifold Grey Matte RWD Application"
"PracWorks","1300","HK-R-00-light blue-polished-rail","PracWorks Honda K-series RWD Intake Manifold Light Blue Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-light blue-polished-none","PracWorks Honda K-series RWD Intake Manifold Light Blue Polished RWD Application"
"PracWorks","1300","HK-R-00-light blue-matte-rail","PracWorks Honda K-series RWD Intake Manifold Light Blue Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-light blue-matte-none","PracWorks Honda K-series RWD Intake Manifold Light Blue Matte RWD Application"
"PracWorks","1300","HK-R-00-nickel-polished-rail","PracWorks Honda K-series RWD Intake Manifold Nickel Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-nickel-polished-none","PracWorks Honda K-series RWD Intake Manifold Nickel Polished RWD Application"
"PracWorks","1300","HK-R-00-nickel-matte-rail","PracWorks Honda K-series RWD Intake Manifold Nickel Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-nickel-matte-none","PracWorks Honda K-series RWD Intake Manifold Nickel Matte RWD Application"
"PracWorks","1300","HK-R-00-orange-polished-rail","PracWorks Honda K-series RWD Intake Manifold Orange Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-orange-polished-none","PracWorks Honda K-series RWD Intake Manifold Orange Polished RWD Application"
"PracWorks","1300","HK-R-00-orange-matte-rail","PracWorks Honda K-series RWD Intake Manifold Orange Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-orange-matte-none","PracWorks Honda K-series RWD Intake Manifold Orange Matte RWD Application"
"PracWorks","1300","HK-R-00-purple-polished-rail","PracWorks Honda K-series RWD Intake Manifold Purple Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-purple-polished-none","PracWorks Honda K-series RWD Intake Manifold Purple Polished RWD Application"
"PracWorks","1300","HK-R-00-purple-matte-rail","PracWorks Honda K-series RWD Intake Manifold Purple Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-purple-matte-none","PracWorks Honda K-series RWD Intake Manifold Purple Matte RWD Application"
"PracWorks","1300","HK-R-00-red-polished-rail","PracWorks Honda K-series RWD Intake Manifold Red Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-red-polished-none","PracWorks Honda K-series RWD Intake Manifold Red Polished RWD Application"
"PracWorks","1300","HK-R-00-red-matte-rail","PracWorks Honda K-series RWD Intake Manifold Red Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-red-matte-none","PracWorks Honda K-series RWD Intake Manifold Red Matte RWD Application"
"PracWorks","1300","HK-R-00-silver-polished-rail","PracWorks Honda K-series RWD Intake Manifold Silver Polished Rail RWD Application"
"PracWorks","1300","HK-R-00-silver-polished-none","PracWorks Honda K-series RWD Intake Manifold Silver Polished RWD Application"
"PracWorks","1300","HK-R-00-silver-matte-rail","PracWorks Honda K-series RWD Intake Manifold Silver Matte Rail RWD Application"
"PracWorks","1300","HK-R-00-silver-matte-none","PracWorks Honda K-series RWD Intake Manifold Silver Matte RWD Application"
"PracWorks","1350","HF-N-00-black-polished-rail","PracWorks Honda S2000 Intake Manifold Black Polished Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-black-polished-none","PracWorks Honda S2000 Intake Manifold Black Polished Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-black-matte-rail","PracWorks Honda S2000 Intake Manifold Black Matte Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-black-matte-none","PracWorks Honda S2000 Intake Manifold Black Matte Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-blue-polished-rail","PracWorks Honda S2000 Intake Manifold Blue Polished Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-blue-polished-none","PracWorks Honda S2000 Intake Manifold Blue Polished Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-blue-matte-rail","PracWorks Honda S2000 Intake Manifold Blue Matte Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-blue-matte-none","PracWorks Honda S2000 Intake Manifold Blue Matte Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-gold-polished-rail","PracWorks Honda S2000 Intake Manifold Gold Polished Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-gold-polished-none","PracWorks Honda S2000 Intake Manifold Gold Polished Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-gold-matte-rail","PracWorks Honda S2000 Intake Manifold Gold Matte Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-gold-matte-none","PracWorks Honda S2000 Intake Manifold Gold Matte Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-green-polished-rail","PracWorks Honda S2000 Intake Manifold Green Polished Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-green-polished-none","PracWorks Honda S2000 Intake Manifold Green Polished Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-green-matte-rail","PracWorks Honda S2000 Intake Manifold Green Matte Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-green-matte-none","PracWorks Honda S2000 Intake Manifold Green Matte Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-grey-polished-rail","PracWorks Honda S2000 Intake Manifold Grey Polished Rail Honda S2000 AP1, Ap1.5 & AP2"
"PracWorks","1350","HF-N-00-grey-polished-none","PracWorks Honda S2000 Intake Manifold Grey Polished Honda S2000 AP1, Ap1.5 & AP2"
